"Colony","Date","Bee","Entrance_minute","Entrance_second","Danced","Decimal_entrance_time","Total_runs","Trial","Day","Scent","Treatment","Setup","Site","Density","Flower_number","Array_time","Duration"
"7B","7/18/22","WR.a_7B",17,51,0,17.85,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",12,48
"7B","7/18/22","WR.a_7B",21,11,1,21.1833333333333,33,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",12,48
"7B","7/18/22","WR.a_7B",26,18,1,26.3,20,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",12,48
"7B","7/18/22","WR.a_7B",30,26,1,30.4333333333333,52,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",12,48
"7B","7/18/22","WR.a_7B",35,35,1,35.5833333333333,8,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",12,48
"7B","7/18/22","WR.a_7B",39,2,1,39.0333333333333,62,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",12,48
"7B","7/18/22","WR.a_7B",44,7,1,44.1166666666667,56,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",12,48
"7B","7/18/22","WR.a_7B",49,22,1,49.3666666666667,54,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",12,48
"7B","7/18/22","WR.a_7B",54,37,1,54.6166666666667,45,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",12,48
"7B","7/18/22","WR.a_7B",59,35,1,59.5833333333333,54,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",12,48
"7B","7/18/22","WRR_7B",39,57,0,39.95,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",17,43
"7B","7/18/22","WRR_7B",43,40,0,43.6666666666667,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",17,43
"7B","7/18/22","WRR_7B",47,11,0,47.1833333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",17,43
"7B","7/18/22","WRR_7B",50,38,1,50.6333333333333,12,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",17,43
"7B","7/18/22","WRR_7B",58,2,0,58.0333333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",17,43
"7B","7/18/22","WY_7B",25,43,0,25.7166666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY_7B",29,12,0,29.2,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY_7B",44,34,0,44.5666666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY_7B",48,16,0,48.2666666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY_7B",51,54,0,51.9,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY_7B",58,40,0,58.6666666666667,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY.a_7B",11,36,1,11.6,4,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY.a_7B",25,48,0,25.8,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY.a_7B",33,33,1,33.55,6,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY.a_7B",37,41,0,37.6833333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY.a_7B",41,32,1,41.5333333333333,22,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY.a_7B",46,25,1,46.4166666666667,18,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY.a_7B",50,45,0,50.75,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY.a_7B",54,19,1,54.3166666666667,49,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","WY.a_7B",59,2,0,59.0333333333333,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/18/22","YB_7B",28,39,1,28.65,8,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",10,50
"7B","7/18/22","YB_7B",31,46,1,31.7666666666667,40,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",10,50
"7B","7/18/22","YB_7B",36,53,0,36.8833333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",10,50
"7B","7/18/22","YB_7B",40,27,1,40.45,37,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",10,50
"7B","7/18/22","YB_7B",45,15,1,45.25,42,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",10,50
"7B","7/18/22","YB_7B",50,4,0,50.0666666666667,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",10,50
"7B","7/18/22","YB_7B",53,32,0,53.5333333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",10,50
"7B","7/18/22","YB_7B",57,19,0,57.3166666666667,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",10,50
"7B","7/18/22","YF_7B",34,31,0,34.5166666666667,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",7,53
"7B","7/18/22","YF_7B",37,57,0,37.95,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",7,53
"7B","7/18/22","YF_7B",41,26,0,41.4333333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",7,53
"7B","7/18/22","YF_7B",45,20,0,45.3333333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",7,53
"7B","7/18/22","YF_7B",48,54,1,48.9,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",7,53
"7B","7/18/22","YF_7B",52,25,0,52.4166666666667,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",7,53
"7B","7/18/22","YF_7B",55,55,0,55.9166666666667,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",7,53
"7B","7/18/22","YF_7B",59,20,0,59.3333333333333,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",7,53
"7B","7/18/22","YO.a_7B",36,18,0,36.3,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",20,40
"7B","7/18/22","YO.a_7B",48,27,0,48.45,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",20,40
"7B","7/18/22","YO.a_7B",56,0,0,56,0,"Trial 2",1,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",20,40
"7B","7/18/22","YP.a_7B",4,43,1,4.71666666666667,26,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","YP.a_7B",10,35,1,10.5833333333333,64,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","YP.a_7B",16,15,1,16.25,117,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","YP.a_7B",23,3,1,23.05,99,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","YP.a_7B",29,22,1,29.3666666666667,31,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","YP.a_7B",33,55,0,33.9166666666667,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","YP.a_7B",37,55,1,37.9166666666667,40,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","YP.a_7B",42,20,1,42.3333333333333,75,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","YP.a_7B",49,12,1,49.2,107,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","YP.a_7B",56,18,1,56.3,56,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",2,58
"7B","7/18/22","YPY_7B",31,31,0,31.5166666666667,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",15,45
"7B","7/18/22","YPY_7B",36,18,0,36.3,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",15,45
"7B","7/18/22","YPY_7B",45,54,0,45.9,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",15,45
"7B","7/18/22","YPY_7B",49,15,0,49.25,0,"Trial 2",1,"Peppermint","Changing","Density: High, Number of flowers: Low","Northeast","High","Low",15,45
"7B","7/19/22","BF.a_7B",3,3,0,3.05,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",6,31,1,6.51666666666667,9,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",11,18,1,11.3,14,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",15,0,1,15,29,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",18,24,1,18.4,24,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",22,34,1,22.5666666666667,15,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",26,36,1,26.6,8,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",30,40,1,30.6666666666667,17,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",35,6,1,35.1,15,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",39,5,1,39.0833333333333,36,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",43,15,1,43.25,58,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",48,10,1,48.1666666666667,44,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",52,31,1,52.5166666666667,32,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BF.a_7B",57,10,1,57.1666666666667,10,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","BG_7B",5,56,1,5.93333333333333,1,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","BG_7B",10,3,1,10.05,1,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","BG_7B",17,56,1,17.9333333333333,2,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","BG_7B",21,46,1,21.7666666666667,10,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","BG_7B",26,32,1,26.5333333333333,11,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","BG_7B",30,17,1,30.2833333333333,10,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","BG_7B",34,55,1,34.9166666666667,2,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","BG_7B",38,58,1,38.9666666666667,26,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","BG_7B",43,0,1,43,15,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","BG_7B",47,53,1,47.8833333333333,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","BG_7B",55,52,1,55.8666666666667,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",3,57
"7B","7/19/22","BO_7B",6,49,0,6.81666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",10,25,1,10.4166666666667,6,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",13,44,1,13.7333333333333,16,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",18,22,0,18.3666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",21,52,1,21.8666666666667,34,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",26,32,0,26.5333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",30,6,1,30.1,19,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",34,35,1,34.5833333333333,19,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",38,5,1,38.0833333333333,18,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",41,12,1,41.2,45,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",45,31,1,45.5166666666667,46,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",49,58,0,49.9666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",53,29,1,53.4833333333333,4,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BO_7B",56,23,1,56.3833333333333,21,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",8,52
"7B","7/19/22","BP_7B",7,11,1,7.18333333333333,34,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",10,29,1,10.4833333333333,51,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",14,16,1,14.2666666666667,56,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",18,20,1,18.3333333333333,78,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",22,57,1,22.95,29,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",26,44,1,26.7333333333333,63,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",30,54,1,30.9,68,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",35,16,1,35.2666666666667,55,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",40,13,1,40.2166666666667,65,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",45,14,1,45.2333333333333,23,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",48,52,1,48.8666666666667,42,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",53,13,1,53.2166666666667,61,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP_7B",58,51,1,58.85,45,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP.a_7B",10,46,1,10.7666666666667,19,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP.a_7B",23,3,1,23.05,1,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP.a_7B",30,36,1,30.6,11,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP.a_7B",34,33,0,34.55,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP.a_7B",37,53,0,37.8833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","BP.a_7B",41,13,1,41.2166666666667,3,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
